Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,10240,762.890625,1.85546875,568,4674751,9224,0,19,0,1440,411,284397,0,1,0,10,BENIGN
6,127,31110.23622047244,62.99212598425197,18,375,45,0,8,0,1440,493,376868,0,1,0,3,BENIGN
6,14932,0.0,0.1339405304045004,14932,1,14932,14932,2,0,0,0,0,1,0,0,0,BENIGN
6,15000,1448991.0,892.2,1,150,66,0,13383,0,5696,1624,269100,0,1,0,750,BENIGN
6,15000,1611452.2666666666,984.8666666666667,1,152,66,0,14773,0,4272,1636,296373,0,1,0,789,BENIGN
6,11393,169.8411305187396,0.4388659703326604,2848,10927069,6296,4,5,0,645,387,124818,0,0,0,3,BENIGN
6,45,8044.444444444444,88.88888888888889,15,682,45,0,4,0,362,90,32761,0,1,0,1,BENIGN
6,120,46716.666666666664,75.0,15,401,40,0,9,0,1432,622,416939,0,1,0,4,BENIGN
17,2116,120.03780718336483,1.890359168241966,705,1273035,2007,10,4,44,121,63,1482,0,0,0,0,BENIGN
17,14854,145.81930793052376,1.7503702706341726,594,1124676,3992,0,26,71,311,83,2213,0,0,0,0,BENIGN
17,2118,186.96883852691218,1.8885741265344664,706,1273428,2008,10,4,28,293,99,16859,0,0,0,0,BENIGN
6,105,17923.809523809523,57.142857142857146,21,1332,85,0,6,0,1424,313,329490,0,1,0,1,BENIGN
6,945,3398.941798941799,11.640211640211641,94,29457,531,0,11,0,1424,292,279357,0,1,0,3,BENIGN
6,140,37121.42857142857,64.28571428571429,17,198,31,0,9,0,1440,577,283049,0,1,0,5,BENIGN
6,132,115606.06060606061,106.06060606060606,10,336,61,0,14,0,2848,1090,643016,0,1,0,3,BENIGN
6,190,69189.47368421052,84.21052631578948,12,377,63,0,16,0,1424,821,443128,0,1,0,4,BENIGN
6,155,34406.45161290323,58.064516129032256,19,768,76,0,9,0,1432,592,386444,0,1,0,4,BENIGN
6,9159,8048.040179058849,6.660115733158642,152,87080,1510,0,61,58,2848,1208,596497,0,0,0,19,BENIGN
6,155,32625.8064516129,51.61290322580645,22,901,78,0,8,0,1432,632,391019,0,1,0,4,BENIGN
6,4119,1060.208788540908,1.9422189851905802,588,2210591,3960,0,8,0,1440,545,373963,0,1,0,3,BENIGN
17,11506,31.548757170172085,0.4345558838866678,2876,23563793,10119,54,5,39,87,72,460,0,0,0,0,BENIGN
17,14702,143.4498707658822,0.7481975241463746,1470,6802092,8441,1,11,63,591,191,41050,0,0,0,0,BENIGN
6,7338,0.0,0.5451076587626056,2446,1929521,4003,1335,4,0,0,0,0,0,4,0,0,BENIGN
6,5,14800.0,400.0,5,1,5,5,2,0,74,37,2738,0,0,0,1,BENIGN
6,9225,139.83739837398375,0.21680216802168023,9225,1,9225,9225,2,645,645,645,0,0,0,0,2,BENIGN
6,117,41495.72649572649,68.37606837606837,16,426,59,0,8,0,2880,606,1004790,0,1,0,4,BENIGN
17,11066,102.20495210554853,0.45183444785830473,2766,12911138,8026,405,5,47,343,226,21473,0,0,0,0,BENIGN
6,103,59058.25242718447,87.37864077669903,12,495,49,0,9,0,1460,675,317731,0,1,0,5,BENIGN
6,92,59217.391304347824,86.95652173913044,13,221,35,0,8,0,1460,681,524780,0,1,0,3,BENIGN
6,137,132554.74452554746,109.48905109489051,9,251,49,0,15,0,2920,1210,560161,0,1,0,3,BENIGN
6,84,2750.0,47.61904761904762,28,49,36,23,4,0,231,57,13340,0,1,0,1,BENIGN
17,5906,83.4744327802235,0.5079580088046055,2953,2635808,4101,1805,3,87,319,164,17941,0,0,0,0,BENIGN
17,10970,47.85779398359161,0.27347310847766637,5485,43935938,10172,798,3,87,351,175,23232,0,0,0,0,BENIGN
17,240,2020.8333333333333,12.5,120,28322,239,1,3,152,181,161,275,0,0,0,0,BENIGN
6,6,12333.333333333334,333.3333333333333,6,1,6,6,2,0,74,37,2738,0,0,0,1,BENIGN
6,53,5320.754716981132,56.60377358490566,26,60,32,21,3,0,282,94,26508,0,1,0,1,BENIGN
6,7042,0.0,0.5680204487361545,2347,2274834,3999,1044,4,0,0,0,0,0,4,0,0,BENIGN
17,13023,127.62036397143515,0.7678722260615833,1447,4318360,6285,0,10,31,575,166,39943,0,0,0,0,BENIGN
17,8904,31.221922731356695,0.22461814914645103,8904,1,8904,8904,2,97,181,139,3528,0,0,0,0,BENIGN
6,147,1081.6326530612246,27.210884353741495,49,2581,108,19,4,0,159,39,6320,0,1,0,1,BENIGN
17,9293,37.66275691380609,0.21521575379317767,9293,1,9293,9293,2,139,211,175,2592,0,0,0,0,BENIGN
17,11006,18.444484826458297,0.1817190623296384,11006,1,11006,11006,2,93,110,101,144,0,0,0,0,BENIGN
17,13502,2047.5485113316545,8.443193600948007,119,461267,6202,0,114,31,871,242,66410,0,0,0,0,BENIGN
6,7184,0.0,0.5567928730512249,2394,2099285,4000,1184,4,0,0,0,0,0,4,0,0,BENIGN
6,7228,0.0,0.5534034311012729,2409,2045457,3999,1228,4,0,0,0,0,0,4,0,0,BENIGN
6,7574,0.0,0.5281225244256668,2524,1676563,3999,1574,4,0,0,0,0,0,4,0,0,BENIGN
17,9907,275.25991723024123,1.7159584132431613,619,1538184,4610,0,17,47,359,160,10717,0,0,0,0,BENIGN
6,382,12410.994764397905,31.413612565445025,34,2154,131,0,12,0,1440,395,284976,0,1,0,6,BENIGN
17,3817,79.90568509300498,0.7859575582918522,1908,2542512,3036,781,3,77,135,101,897,0,0,0,0,BENIGN
6,9150,615.6284153005464,1.4207650273224044,762,3522665,6039,0,13,0,1440,433,276891,0,1,0,5,BENIGN
17,10537,62.446616684065674,0.3796146910885451,3512,20317966,8715,780,4,83,297,164,8950,0,0,0,0,BENIGN
17,11633,41.34788962434454,0.3438493939654431,3877,24247812,9521,454,4,77,152,120,982,0,0,0,0,BENIGN
6,45,2844.4444444444443,44.44444444444444,45,1,45,45,2,0,128,64,8192,0,0,0,1,BENIGN
17,14676,66.57127282638321,0.4769692014172799,2446,4320444,5349,0,7,47,327,139,13364,0,0,0,0,BENIGN
6,9234,209.55165692007796,1.1912497292614252,923,4156293,6054,0,11,0,645,175,90639,0,0,0,3,BENIGN
17,14178,83.58019466779517,0.7053180984624066,1575,2607509,4630,175,10,59,211,118,2526,0,0,0,0,BENIGN
6,175,24074.285714285714,51.42857142857143,21,1085,93,0,9,0,1440,468,348218,0,1,0,4,BENIGN
6,193,3673.5751295336786,31.088082901554404,38,1883,106,0,6,0,518,118,42069,0,1,0,3,BENIGN
6,194,21788.659793814433,46.391752577319586,24,1331,102,0,9,0,1440,469,348573,0,1,0,4,BENIGN
6,298,17406.040268456374,33.557046979865774,33,3454,182,0,10,0,1440,518,433755,0,1,0,4,BENIGN
6,228,18460.526315789473,35.08771929824562,32,2448,135,0,8,0,2880,526,955660,0,1,0,4,BENIGN
6,119,31134.453781512606,58.8235294117647,19,444,43,0,7,0,1440,529,427835,0,1,0,2,BENIGN
6,121,30619.834710743802,57.85123966942149,20,451,43,0,7,0,1440,529,427441,0,1,0,2,BENIGN
17,7149,87.844453769758,0.5595188138201147,2383,3919200,4085,210,4,71,319,157,12889,0,0,0,0,BENIGN
6,82,2902.439024390244,48.78048780487805,27,85,38,22,4,0,238,59,14161,0,1,0,1,BENIGN
6,926,4923.326133909287,8.639308855291576,132,15555,265,0,8,0,1460,569,424927,0,1,0,3,BENIGN
6,4496,1086.743772241993,3.3362989323843415,321,276972,1770,0,15,0,2920,325,577137,0,1,0,6,BENIGN
6,127,65590.55118110236,78.74015748031496,14,434,49,0,10,0,1424,833,462691,0,1,0,3,BENIGN
6,354,32528.248587570622,42.3728813559322,25,2854,200,0,15,0,1424,767,462840,0,1,0,4,BENIGN
6,112,79401.78571428571,107.14285714285714,10,366,61,0,12,0,1424,741,513602,0,1,0,3,BENIGN
6,1279,10084.440969507428,12.509773260359657,85,82745,1124,0,16,0,1424,806,481921,0,1,0,4,BENIGN
6,9651,2389.804165371464,4.041032017407523,253,1398500,7326,0,39,0,1424,591,425938,0,1,0,14,BENIGN
6,619,69158.31987075928,75.92891760904685,13,586,72,0,47,0,1460,910,325724,0,1,0,24,BENIGN
6,630,4876.190476190476,11.11111111111111,105,21165,317,0,7,0,1440,438,329840,0,0,0,4,BENIGN
6,884,7960.407239819005,12.44343891402715,88,12699,225,0,11,0,1460,639,448734,0,1,0,5,BENIGN
17,12604,38.47984766740717,0.23801967629324025,6302,6544962,8111,4493,3,87,311,161,16725,0,0,0,0,BENIGN
6,67,5507.462686567164,59.701492537313435,22,377,39,1,4,0,369,92,34040,0,1,0,1,BENIGN
6,87,48298.85057471264,80.45977011494253,14,222,31,0,7,0,1440,600,376678,0,1,0,3,BENIGN
6,9260,536.9330453563715,1.2958963282937366,841,7349983,9016,0,12,0,1440,414,295853,0,1,0,6,BENIGN
6,77,54194.805194805194,77.92207792207792,15,201,31,0,6,0,2880,695,1197436,0,1,0,3,BENIGN
17,11671,90.13794876188844,0.8568246080027418,1296,3847001,4800,4,10,46,211,105,2186,0,0,0,0,BENIGN
6,1,26000.0,2000.0,1,1,1,1,2,0,26,13,338,0,0,0,1,BENIGN
6,7242,0.0,0.5523336095001381,2414,2039265,4003,1239,4,0,0,0,0,0,4,0,0,BENIGN
17,14790,115.61866125760649,0.676132521974307,1643,19467219,13388,1,10,71,575,171,38054,0,0,0,0,BENIGN
6,12,6166.666666666667,166.66666666666666,12,1,12,12,2,0,74,37,2738,0,0,0,1,BENIGN
6,10071,128.09055704498064,0.4964750273061265,2517,25089170,10031,0,5,0,645,258,124608,0,0,0,2,BENIGN
17,13928,28.2165422171166,0.2871912693854107,4642,15102082,8748,1021,4,37,177,98,3374,0,0,0,0,BENIGN
17,10468,41.26862820022927,0.38211692777990064,3489,20396592,8702,745,4,53,137,108,1482,0,0,0,0,BENIGN
17,13914,30.0416846341814,0.43122035360068994,2782,7484739,6321,1,6,31,135,69,1669,0,0,0,0,BENIGN
17,9068,95.94177326863696,1.1027790030877813,1007,1276206,3358,52,10,87,87,87,0,0,0,0,0,BENIGN
17,12763,20.449737522526053,0.23505445428190863,6381,6844,6440,6323,3,87,87,87,0,0,0,0,0,BENIGN
6,275,17614.545454545456,43.63636363636363,25,1011,81,0,12,0,1460,403,340503,0,1,0,5,BENIGN
6,2,121000.0,1000.0,2,1,2,2,2,0,242,121,29282,0,0,0,1,BENIGN
6,8310,58.24308062575211,1.0830324909747293,1038,8418198,8219,0,9,0,242,53,11342,0,0,0,2,BENIGN
17,5225,112.72727272727273,0.5741626794258373,2612,5454904,4264,961,3,128,251,196,3929,0,0,0,0,BENIGN
17,10956,28.842643300474627,0.36509675063891933,3652,10987456,6676,108,4,47,111,79,721,0,0,0,0,BENIGN
