Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,Label
6,14619,0,0.410424789657295,2923,2603996,3943,84,6,0,0,0,0,0,4,2,0,Attack
6,14618,0,0.342044055274319,3654,16620640,7363,113,5,0,0,0,0,0,3,2,0,Attack
6,14618,0,0.342044055274319,3654,26735561,11070,111,5,0,0,0,0,0,3,2,0,Attack
6,14618,0,0.478861677384047,2436,8493934,7365,109,7,0,0,0,0,0,4,3,0,Attack
6,14620,0,0.27359781121751,4873,31553620,11069,113,4,0,0,0,0,0,3,1,0,Attack
6,14618,0,0.342044055274319,3654,16672721,7367,110,5,0,0,0,0,0,3,2,0,Attack
6,14622,0,0.341950485569689,3655,26696833,11066,113,5,0,0,0,0,0,3,2,0,Attack
6,14623,0,0.341927101142036,3655,26710440,11068,112,5,0,0,0,0,0,3,2,0,Attack
6,14622,0,0.273560388455752,4874,31513593,11065,115,4,0,0,0,0,0,3,1,0,Attack
6,14622,0,0.273560388455752,4874,31513593,11065,115,4,0,0,0,0,0,3,1,0,Attack
6,14622,0,0.341950485569689,3655,26694409,11068,117,5,0,0,0,0,0,3,2,0,Attack
6,14623,0,0.410312521370444,2924,9334012,7511,117,6,0,0,0,0,0,4,2,0,Attack
6,14621,0,0.478763422474523,2436,8519984,7385,117,7,0,0,0,0,0,4,3,0,Attack
6,14623,0,0.410312521370444,2924,9330723,7510,118,6,0,0,0,0,0,4,2,0,Attack
6,14621,0,0.478763422474523,2436,8525072,7387,117,7,0,0,0,0,0,4,3,0,Attack
6,14623,0,0.410312521370444,2924,9332443,7510,117,6,0,0,0,0,0,4,2,0,Attack
6,14621,0,0.341973873196088,3655,26688552,11067,117,5,0,0,0,0,0,3,2,0,Attack
6,14621,0,0.341973873196088,3655,26413727,11067,117,5,0,0,0,0,0,3,2,0,Attack
6,14623,0,0.341927101142036,3655,25200860,11068,118,5,0,0,0,0,0,3,2,0,Attack
6,14623,0,0.341927101142036,3655,25200860,11068,118,5,0,0,0,0,0,3,2,0,Attack
6,14623,0,0.341927101142036,3655,26409007,11067,118,5,0,0,0,0,0,3,2,0,Attack
6,14623,0,0.341927101142036,3655,26409007,11067,118,5,0,0,0,0,0,3,2,0,Attack
6,14612,0,0.342184505885573,3653,26716778,11069,110,5,0,0,0,0,0,3,2,0,Attack
6,14612,0,0.342184505885573,3653,26751999,11075,110,5,0,0,0,0,0,3,2,0,Attack
6,14612,0,0.342184505885573,3653,26714573,11069,110,5,0,0,0,0,0,3,2,0,Attack
6,14612,0,0.342184505885573,3653,26702181,11067,110,5,0,0,0,0,0,3,2,0,Attack
6,14612,0,0.342184505885573,3653,26712899,11068,110,5,0,0,0,0,0,3,2,0,Attack
6,14612,0,0.342184505885573,3653,26708717,11068,110,5,0,0,0,0,0,3,2,0,Attack
6,14633,0,0.341693432652224,3658,25195604,11068,121,5,0,0,0,0,0,3,2,0,Attack
6,14636,0,0.204974036622028,7318,103708802,14519,117,3,0,0,0,0,0,2,1,0,Attack
6,14633,0,0.341693432652224,3658,16546453,7366,121,5,0,0,0,0,0,3,2,0,Attack
6,14634,0,0.3416700833675,3658,25230132,11073,116,5,0,0,0,0,0,3,2,0,Attack
6,14636,0,0.204974036622028,7318,103708802,14519,117,3,0,0,0,0,0,2,1,0,Attack
6,14634,0,0.3416700833675,3658,26728603,11072,113,5,0,0,0,0,0,3,2,0,Attack
6,14634,0,0.3416700833675,3658,26735907,11073,113,5,0,0,0,0,0,3,2,0,Attack
6,14653,0,0.204736231488432,7326,30287544,11218,3435,3,0,0,0,0,0,3,0,0,Attack
6,14637,0,0.478240076518412,2439,5119552,6020,124,7,0,0,0,0,0,4,3,0,Attack
6,14637,0,0.614880098380816,1829,2960323,3683,119,9,0,0,0,0,0,5,4,0,Attack
6,14637,0,0.478240076518412,2439,8070131,7409,119,7,0,0,0,0,0,4,3,0,Attack
6,14613,0,0.342161089440909,3653,25383784,10815,115,5,0,0,0,0,0,3,2,0,Attack
6,14618,0,0.478861677384047,2436,7573813,7399,118,7,0,0,0,0,0,4,3,0,Attack
6,14618,0,0.478861677384047,2436,7573813,7399,118,7,0,0,0,0,0,4,3,0,Attack
6,14627,0,0.478567033568059,2437,2243377,3782,122,7,0,0,0,0,0,5,2,0,Attack
6,14638,0,0.341576718130892,3659,12194075,7007,170,5,0,0,0,0,0,3,2,0,Attack
6,14627,0,0.478567033568059,2437,2750524,3782,122,7,0,0,0,0,0,5,2,0,Attack
6,14648,0,0.477880939377389,2441,8519669,7398,120,7,0,0,0,0,0,4,3,0,Attack
6,14629,0,0.47850160639825,2438,2241911,3782,122,7,0,0,0,0,0,5,2,0,Attack
6,14629,0,0.546858978740857,2089,2526625,3774,122,8,0,0,0,0,0,5,3,0,Attack
6,14631,0,0.615132253434488,1828,3301585,3662,122,9,0,0,0,0,0,5,4,0,Attack
6,14631,0,0.615132253434488,1828,3303171,3664,120,9,0,0,0,0,0,5,4,0,Attack
6,14639,0,0.546485415670469,2091,2552871,3660,118,8,0,0,0,0,0,5,3,0,Attack
6,14639,0,0.546485415670469,2091,2551890,3659,119,8,0,0,0,0,0,5,3,0,Attack
6,14641,0,0.614712109828564,1830,2616654,3660,118,9,0,0,0,0,0,5,4,0,Attack
6,14641,0,0.47810941875555,2440,7558633,7395,117,7,0,0,0,0,0,4,3,0,Attack
6,14628,0,0.615258408531583,1828,2959435,3662,123,9,0,0,0,0,0,5,4,0,Attack
6,14636,0,0.614922109866084,1829,3309162,3664,121,9,0,0,0,0,0,5,4,0,Attack
